0.000000000000000000e+00,2.571980495645824760e-01,2.520346115460042058e-01,4.744382427616021247e-01,4.989614981132786120e-01,6.689787969026476100e-01,6.812281507216892962e-01,6.555567542568571104e-01,7.310991860267560538e-01,5.078905334089052204e-01,4.968848730883969611e-01,4.757622409158179799e-01,7.580047110432343027e-01,4.513879975788970267e-01,4.329735351137122268e-01,7.791212809657358518e-01,4.640097693837200166e-01,4.973067140562989485e-01,6.461782576479819795e-01,7.027059209274459928e-01,6.119193166076762891e-01,4.748730870752717048e-01,6.247000722398078354e-01,4.762084528056608201e-01,6.622012412208675425e-01,7.901446633526449936e-01,7.851793020014403712e-01,7.866513046759215921e-01
2.571980495645824760e-01,0.000000000000000000e+00,7.134612988694838398e-02,4.777025955265382096e-01,4.951411376847378309e-01,6.120029911064691630e-01,6.187580426361958263e-01,6.565376359727377320e-01,7.297573669951301634e-01,5.443562366893041071e-01,5.296760494668689701e-01,5.559325507001195987e-01,7.692977771088824746e-01,4.901932473021416992e-01,5.196689793315965034e-01,7.906605608280053987e-01,4.747036915887559161e-01,5.305191359028126330e-01,6.743391911823016782e-01,7.322877247763698305e-01,5.717015674190115693e-01,5.543015260216846984e-01,6.487888088392389507e-01,5.305847680844600900e-01,6.508013601173471274e-01,8.070456426645433723e-01,7.963904348776867925e-01,7.978622150010939995e-01
2.520346115460042058e-01,7.134612988694838398e-02,0.000000000000000000e+00,4.693753049158582713e-01,4.933288074623221608e-01,6.107504985467897551e-01,6.172198092670282410e-01,6.580854026600714279e-01,7.331013795263987554e-01,5.189208571519215996e-01,5.012565383133873453e-01,5.036212703902255283e-01,7.713476639324429174e-01,4.670442483906813713e-01,4.723902373484317185e-01,7.925677242739211925e-01,4.481814397512652870e-01,5.028557491817996494e-01,6.769918677505067928e-01,7.349763414173465792e-01,5.737007593459153565e-01,5.022805561486918258e-01,6.225959069860617090e-01,5.067852827275067806e-01,6.479395166877526258e-01,8.103381443575647936e-01,7.984596643850490061e-01,7.999470584725264510e-01
4.744382427616021247e-01,4.777025955265382096e-01,4.693753049158582713e-01,0.000000000000000000e+00,2.645268192027018794e-01,7.400148992213936294e-01,7.470296402057268192e-01,7.097097307186355231e-01,8.068398585687770463e-01,4.375693916481014356e-01,5.359106447067363277e-01,5.689295976109136621e-01,8.181783158971304148e-01,4.103905163090193486e-01,5.465564006349791226e-01,8.355444999470627021e-01,5.200217146612724495e-01,5.335416879774483867e-01,6.534368094724417597e-01,7.001543010318193039e-01,6.509503081496245125e-01,5.647515135929351837e-01,5.098873100437379957e-01,5.067849076566037780e-01,6.174573025714377161e-01,8.158838152479405137e-01,8.410669624513120723e-01,8.425882883923833111e-01
4.989614981132786120e-01,4.951411376847378309e-01,4.933288074623221608e-01,2.645268192027018794e-01,0.000000000000000000e+00,7.349747565362398927e-01,7.421229496131191983e-01,7.077817606609246859e-01,7.985081669022223716e-01,5.061206194338655484e-01,5.339818340585343881e-01,5.668586253668712605e-01,8.042339554822514058e-01,4.364118808149922701e-01,5.577404773522754988e-01,8.108646928555500732e-01,5.369063854561715310e-01,5.316109896625814679e-01,7.013952539990288004e-01,7.361322646576331508e-01,6.799472242856974269e-01,5.646648590825015246e-01,5.606825289889606490e-01,5.496647530489815470e-01,6.400702920805142471e-01,8.112867285329776745e-01,8.167002312494561211e-01,8.183569815875804121e-01
6.689787969026476100e-01,6.120029911064691630e-01,6.107504985467897551e-01,7.400148992213936294e-01,7.349747565362398927e-01,0.000000000000000000e+00,3.557943486575973480e-02,2.221988673322194685e-01,5.796940108802640657e-01,7.044231482903254848e-01,6.887399116765321461e-01,7.443836894691397976e-01,5.555608450075403271e-01,6.669138478690739280e-01,6.637135108780192194e-01,6.618586260527288267e-01,6.216294403139074332e-01,6.896873186372546316e-01,8.799392747988969976e-01,9.364924893381815219e-01,7.347554956481108235e-01,7.450343553685653264e-01,8.473682265993656149e-01,7.546668742880079384e-01,8.531977845823562889e-01,8.772549397631942414e-01,6.388475119204151120e-01,6.563926233267275423e-01
6.812281507216892962e-01,6.187580426361958263e-01,6.172198092670282410e-01,7.470296402057268192e-01,7.421229496131191983e-01,3.557943486575973480e-02,0.000000000000000000e+00,2.035709779514239814e-01,5.788681563869136903e-01,7.041235947958145447e-01,6.840145121386437266e-01,7.432551951207598817e-01,5.588805844877926532e-01,6.668075153312627013e-01,6.671675787736672802e-01,6.603500575772333070e-01,6.199376761145461989e-01,6.822045507296837785e-01,8.796419491559629433e-01,9.349112896782281190e-01,7.362932839923789219e-01,7.439713946986189486e-01,8.519838232101711872e-01,7.601275390428960943e-01,8.568983587137867231e-01,8.908068739118607526e-01,6.373269858923783504e-01,6.548576654375714012e-01
6.555567542568571104e-01,6.565376359727377320e-01,6.580854026600714279e-01,7.097097307186355231e-01,7.077817606609246859e-01,2.221988673322194685e-01,2.035709779514239814e-01,0.000000000000000000e+00,4.814956523471237704e-01,6.666312188230212321e-01,6.529289131447337802e-01,7.119825036446741917e-01,4.339864566202507601e-01,6.308936763942432080e-01,6.336372466982959084e-01,5.516838373092527448e-01,6.205086037225401308e-01,6.468812088195157184e-01,8.510971552929724737e-01,9.059876090631582279e-01,8.227082354328313363e-01,7.122717022136850762e-01,8.132591262976328617e-01,7.274635344450983698e-01,8.196105390174047711e-01,8.491342711737631666e-01,5.288014220326737735e-01,5.463514326451299752e-01
7.310991860267560538e-01,7.297573669951301634e-01,7.331013795263987554e-01,8.068398585687770463e-01,7.985081669022223716e-01,5.796940108802640657e-01,5.788681563869136903e-01,4.814956523471237704e-01,0.000000000000000000e+00,7.735108885381684063e-01,7.555992538282152449e-01,7.856512959612996783e-01,1.307980953536604374e-01,7.255561172979457796e-01,7.399594354798568752e-01,1.465905173026367525e-01,6.954378374184141398e-01,7.561563886120427069e-01,9.260703744956471084e-01,9.768945488504321428e-01,8.827346538920231023e-01,7.856164792873150393e-01,9.081524231641808775e-01,8.319727018407380159e-01,9.113942776181924721e-01,8.579639784750976439e-01,1.449905486839718760e-01,1.524294255559964784e-01
5.078905334089052204e-01,5.443562366893041071e-01,5.189208571519215996e-01,4.375693916481014356e-01,5.061206194338655484e-01,7.044231482903254848e-01,7.041235947958145447e-01,6.666312188230212321e-01,7.735108885381684063e-01,0.000000000000000000e+00,3.411981909561120352e-01,4.436163320464514559e-01,8.023631956533864296e-01,2.138740921320866351e-01,3.333005299748383332e-01,8.241423165830282782e-01,2.641769146671203439e-01,3.402742377199050594e-01,6.727281764105856876e-01,7.253648293478399678e-01,6.681462423233449632e-01,4.443815146632308366e-01,5.945539463134961178e-01,4.813021864629022373e-01,5.623718875125248706e-01,8.193543705615734529e-01,8.333281503590954653e-01,8.350422181355225959e-01
4.968848730883969611e-01,5.296760494668689701e-01,5.012565383133873453e-01,5.359106447067363277e-01,5.339818340585343881e-01,6.887399116765321461e-01,6.840145121386437266e-01,6.529289131447337802e-01,7.555992538282152449e-01,3.411981909561120352e-01,0.000000000000000000e+00,2.533097796914561273e-01,7.604618787404671121e-01,3.053433127474357578e-01,1.907180813065976754e-01,7.624454106771454409e-01,1.831447036541874462e-01,1.156648643687512197e-02,6.569875066739947478e-01,6.900590930022961755e-01,6.542773382364410750e-01,2.550265545184279281e-01,6.359259751868615584e-01,5.502020283522451871e-01,6.352221337304596593e-01,8.253844389068152321e-01,7.653935010987986676e-01,7.671149075760402836e-01
4.757622409158179799e-01,5.559325507001195987e-01,5.036212703902255283e-01,5.689295976109136621e-01,5.668586253668712605e-01,7.443836894691397976e-01,7.432551951207598817e-01,7.119825036446741917e-01,7.856512959612996783e-01,4.436163320464514559e-01,2.533097796914561273e-01,0.000000000000000000e+00,7.901178889548705619e-01,3.500879786460276422e-01,1.908105599300548849e-01,7.922969912920321267e-01,3.212527761562514184e-01,2.624124236686864453e-01,6.871945199736509968e-01,7.203459197988155704e-01,6.834991171820978817e-01,6.220909281069654691e-03,6.650497105471193660e-01,5.764783880439104946e-01,6.744670996944061026e-01,8.635613641021931963e-01,7.948884769043059739e-01,7.964103172033403233e-01
